index,baseline_scores
87,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.1791044776119403, 'ROUGE-2': 0.030769230769230767, 'ROUGE-L': 0.1791044776119403, 'BLEU': 0.011811149625220273}"
88,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.1923076923076923, 'ROUGE-2': 0.039999999999999994, 'ROUGE-L': 0.15384615384615383, 'BLEU': 0.023639979236557314}"
89,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.22119815668202766, 'ROUGE-2': 0.037209302325581395, 'ROUGE-L': 0.17511520737327188, 'BLEU': 0.007920553818421563}"
90,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.0, 'ROUGE-1': 0.1301775147928994, 'ROUGE-2': 0.035928143712574856, 'ROUGE-L': 0.11834319526627218, 'BLEU': 0.020615239513638025}"
91,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.24031007751937986, 'ROUGE-2': 0.05468749999999999, 'ROUGE-L': 0.15503875968992248, 'BLEU': 0.022900700349437062}"
92,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.27586206896551724, 'ROUGE-2': 0.07058823529411765, 'ROUGE-L': 0.27586206896551724, 'BLEU': 0.0152419945094267}"
93,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.13186813186813187, 'ROUGE-2': 0.02247191011235955, 'ROUGE-L': 0.1098901098901099, 'BLEU': 0.006444011137453872}"
94,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.23636363636363636, 'ROUGE-2': 0.037037037037037035, 'ROUGE-L': 0.18181818181818182, 'BLEU': 0.0289219165141519}"
95,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.20377358490566036, 'ROUGE-2': 0.030418250950570342, 'ROUGE-L': 0.11320754716981132, 'BLEU': 0.011072942671918173}"
96,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2833333333333333, 'ROUGE-2': 0.01694915254237288, 'ROUGE-L': 0.15000000000000002, 'BLEU': 0.01638530104043517}"
97,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.18333333333333332, 'ROUGE-2': 0.10169491525423728, 'ROUGE-L': 0.16666666666666666, 'BLEU': 0.031592541740667564}"
98,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.12307692307692307, 'ROUGE-2': 0.0, 'ROUGE-L': 0.0923076923076923, 'BLEU': 0.005777664429748227}"
99,"{'Descriptiveness': 2.0, 'Coherence': 4.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.13333333333333333, 'ROUGE-2': 0.0, 'ROUGE-L': 0.13333333333333333, 'BLEU': 0.0032073590740409916}"
100,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.24590163934426226, 'ROUGE-2': 0.08333333333333333, 'ROUGE-L': 0.21311475409836064, 'BLEU': 0.011621487581723999}"
101,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.26595744680851063, 'ROUGE-2': 0.07526881720430108, 'ROUGE-L': 0.18085106382978725, 'BLEU': 0.010319312018582594}"
102,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.3846153846153846, 'ROUGE-2': 0.16, 'ROUGE-L': 0.30769230769230765, 'BLEU': 0.04403481406199841}"
103,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.2588235294117647, 'ROUGE-2': 0.024096385542168676, 'ROUGE-L': 0.21176470588235294, 'BLEU': 0.02116508651309836}"
104,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 5.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.24242424242424243, 'ROUGE-2': 0.06185567010309279, 'ROUGE-L': 0.1616161616161616, 'BLEU': 0.021721898951796013}"
105,"{'Descriptiveness': 1.0, 'Coherence': 4.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.8, 'ROUGE-1': 0.15254237288135594, 'ROUGE-2': 0.034482758620689655, 'ROUGE-L': 0.11864406779661017, 'BLEU': 0.013718604230884052}"
106,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2828282828282828, 'ROUGE-2': 0.07142857142857144, 'ROUGE-L': 0.22222222222222224, 'BLEU': 0.01587516553434326}"
107,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.1888888888888889, 'ROUGE-2': 0.04494382022471911, 'ROUGE-L': 0.11111111111111112, 'BLEU': 0.01869834353616575}"
108,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.16129032258064518, 'ROUGE-2': 0.03278688524590164, 'ROUGE-L': 0.12903225806451613, 'BLEU': 0.012493621959935503}"
109,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.205607476635514, 'ROUGE-2': 0.028301886792452827, 'ROUGE-L': 0.14018691588785048, 'BLEU': 0.010689986186962656}"
110,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.22666666666666666, 'ROUGE-2': 0.06756756756756757, 'ROUGE-L': 0.18666666666666668, 'BLEU': 0.017455866269422405}"
111,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.11320754716981132, 'ROUGE-2': 0.0, 'ROUGE-L': 0.11320754716981132, 'BLEU': 0.007179748424370704}"
112,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.29411764705882354, 'ROUGE-2': 0.06060606060606061, 'ROUGE-L': 0.23529411764705882, 'BLEU': 0.04185642719173464}"
113,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.21487603305785125, 'ROUGE-2': 0.06722689075630252, 'ROUGE-L': 0.1818181818181818, 'BLEU': 0.01869774209500305}"
114,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 5.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.14659685863874344, 'ROUGE-2': 0.04232804232804233, 'ROUGE-L': 0.13612565445026178, 'BLEU': 0.009205767176671306}"
115,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.2695652173913043, 'ROUGE-2': 0.05263157894736842, 'ROUGE-L': 0.2, 'BLEU': 0.014412136777292786}"
116,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.10606060606060606, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07575757575757575, 'BLEU': 0.00448809018289921}"
117,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.25149700598802394, 'ROUGE-2': 0.03636363636363637, 'ROUGE-L': 0.17964071856287425, 'BLEU': 0.009470586900784103}"
118,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.1411764705882353, 'ROUGE-2': 0.015810276679841896, 'ROUGE-L': 0.11764705882352942, 'BLEU': 0.007840733766737355}"
119,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 1.0, 'Conciseness': 1.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.0979020979020979, 'ROUGE-2': 0.028368794326241134, 'ROUGE-L': 0.0979020979020979, 'BLEU': 0.004141921576093087}"
120,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.27692307692307694, 'ROUGE-2': 0.15873015873015875, 'ROUGE-L': 0.27692307692307694, 'BLEU': 0.037071823479139704}"
121,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.08888888888888889, 'ROUGE-2': 0.008968609865470852, 'ROUGE-L': 0.0711111111111111, 'BLEU': 0.006859591664601979}"
122,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.13986013986013984, 'ROUGE-2': 0.028368794326241134, 'ROUGE-L': 0.13986013986013984, 'BLEU': 0.007957260553159798}"
123,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.5714285714285713, 'ROUGE-2': 0.3, 'ROUGE-L': 0.42857142857142855, 'BLEU': 0.1447953615777742}"
124,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.2526315789473684, 'ROUGE-2': 0.1075268817204301, 'ROUGE-L': 0.21052631578947367, 'BLEU': 0.019485516578746993}"
125,"{'Descriptiveness': 1.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.1762114537444934, 'ROUGE-2': 0.02666666666666667, 'ROUGE-L': 0.09691629955947137, 'BLEU': 0.008316308599915126}"
126,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3161290322580645, 'ROUGE-2': 0.1038961038961039, 'ROUGE-L': 0.2064516129032258, 'BLEU': 0.03169830601045478}"
127,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1988950276243094, 'ROUGE-2': 0.0893854748603352, 'ROUGE-L': 0.15469613259668508, 'BLEU': 0.027775622118786945}"
128,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.25870646766169153, 'ROUGE-2': 0.05025125628140704, 'ROUGE-L': 0.17910447761194032, 'BLEU': 0.01635848033820659}"
129,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1752577319587629, 'ROUGE-2': 0.020833333333333332, 'ROUGE-L': 0.12371134020618556, 'BLEU': 0.008746104021021214}"
130,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.23744292237442924, 'ROUGE-2': 0.08294930875576037, 'ROUGE-L': 0.17351598173515984, 'BLEU': 0.011686348036235169}"
131,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.2, 'ROUGE-1': 0.30000000000000004, 'ROUGE-2': 0.0689655172413793, 'ROUGE-L': 0.23333333333333334, 'BLEU': 0.03345419845380452}"
132,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.09230769230769231, 'ROUGE-2': 0.010362694300518135, 'ROUGE-L': 0.07179487179487179, 'BLEU': 0.00360052336354994}"
133,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.20779220779220778, 'ROUGE-2': 0.05333333333333334, 'ROUGE-L': 0.20779220779220778, 'BLEU': 0.013776582920533659}"
134,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22950819672131148, 'ROUGE-2': 0.016666666666666666, 'ROUGE-L': 0.21311475409836067, 'BLEU': 0.0075777666403723035}"
135,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.1471861471861472, 'ROUGE-2': 0.04366812227074236, 'ROUGE-L': 0.12987012987012986, 'BLEU': 0.009414720250896522}"
136,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.17592592592592593, 'ROUGE-2': 0.04672897196261682, 'ROUGE-L': 0.13888888888888887, 'BLEU': 0.010396830749831542}"
137,"{'Descriptiveness': 3.0, 'Coherence': 4.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.6, 'ROUGE-1': 0.28125, 'ROUGE-2': 0.031746031746031744, 'ROUGE-L': 0.1875, 'BLEU': 0.014996406400667857}"
138,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.2573099415204678, 'ROUGE-2': 0.047337278106508875, 'ROUGE-L': 0.17543859649122806, 'BLEU': 0.015435040762974214}"
139,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 1.0, 'Conciseness': 3.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.11702127659574468, 'ROUGE-2': 0.04301075268817204, 'ROUGE-L': 0.10638297872340426, 'BLEU': 0.007474193209544443}"
140,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.6, 'ROUGE-1': 0.2553191489361702, 'ROUGE-2': 0.0967741935483871, 'ROUGE-L': 0.2021276595744681, 'BLEU': 0.011364275454583189}"
141,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 4.0, 'Overall_Average': 2.0, 'ROUGE-1': 0.17391304347826086, 'ROUGE-2': 0.01098901098901099, 'ROUGE-L': 0.14130434782608697, 'BLEU': 0.004509488031155086}"
142,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.2197802197802198, 'ROUGE-2': 0.05555555555555556, 'ROUGE-L': 0.1758241758241758, 'BLEU': 0.012440602023169458}"
143,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.20000000000000004, 'ROUGE-2': 0.03448275862068965, 'ROUGE-L': 0.20000000000000004, 'BLEU': 0.02234981816561737}"
144,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 5.0, 'Conciseness': 1.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.14606741573033705, 'ROUGE-2': 0.022727272727272724, 'ROUGE-L': 0.14606741573033705, 'BLEU': 0.006883315420670476}"
145,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.18181818181818182, 'ROUGE-2': 0.04081632653061224, 'ROUGE-L': 0.1616161616161616, 'BLEU': 0.011578408128829265}"
146,"{'Descriptiveness': 3.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.14035087719298245, 'ROUGE-2': 0.0, 'ROUGE-L': 0.14035087719298245, 'BLEU': 0.006636346476336606}"
147,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.22598870056497175, 'ROUGE-2': 0.045714285714285714, 'ROUGE-L': 0.18079096045197743, 'BLEU': 0.012723289333496202}"
148,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 5.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.12682926829268293, 'ROUGE-2': 0.02955665024630542, 'ROUGE-L': 0.0975609756097561, 'BLEU': 0.008185687673069281}"
149,"{'Descriptiveness': 1.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 5.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.15384615384615385, 'ROUGE-2': 0.0634920634920635, 'ROUGE-L': 0.12307692307692307, 'BLEU': 0.01288604499272648}"
150,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 2.0, 'Conciseness': 3.0, 'Overall_Average': 1.8, 'ROUGE-1': 0.2075471698113208, 'ROUGE-2': 0.019230769230769232, 'ROUGE-L': 0.15094339622641512, 'BLEU': 0.007932718054269107}"
151,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.3046875, 'ROUGE-2': 0.07086614173228346, 'ROUGE-L': 0.19531250000000003, 'BLEU': 0.009336704441471323}"
152,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 2.6, 'ROUGE-1': 0.24489795918367346, 'ROUGE-2': 0.0425531914893617, 'ROUGE-L': 0.24489795918367346, 'BLEU': 0.010638527704503827}"
153,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1739130434782609, 'ROUGE-2': 0.05970149253731343, 'ROUGE-L': 0.11594202898550726, 'BLEU': 0.01341469544190596}"
154,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.21621621621621617, 'ROUGE-2': 0.0410958904109589, 'ROUGE-L': 0.14864864864864866, 'BLEU': 0.01669627410259773}"
155,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.2, 'ROUGE-1': 0.1883408071748879, 'ROUGE-2': 0.045248868778280535, 'ROUGE-L': 0.15246636771300448, 'BLEU': 0.015963490949855483}"
156,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.24193548387096772, 'ROUGE-2': 0.06557377049180328, 'ROUGE-L': 0.14516129032258066, 'BLEU': 0.010056200623034962}"
157,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.13861386138613863, 'ROUGE-2': 0.0202020202020202, 'ROUGE-L': 0.09900990099009901, 'BLEU': 0.012688696723077666}"
158,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.22000000000000003, 'ROUGE-2': 0.020408163265306124, 'ROUGE-L': 0.2, 'BLEU': 0.014002452460937292}"
159,"{'Descriptiveness': 3.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.22641509433962262, 'ROUGE-2': 0.04761904761904762, 'ROUGE-L': 0.1792452830188679, 'BLEU': 0.011442457850223974}"
160,"{'Descriptiveness': 2.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.17441860465116277, 'ROUGE-2': 0.047058823529411764, 'ROUGE-L': 0.1511627906976744, 'BLEU': 0.010082075821280657}"
161,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 3.0, 'Conciseness': 5.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.1517857142857143, 'ROUGE-2': 0.0, 'ROUGE-L': 0.10714285714285714, 'BLEU': 0.004339008902365568}"
162,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 2.4, 'ROUGE-1': 0.18994413407821228, 'ROUGE-2': 0.04519774011299435, 'ROUGE-L': 0.1564245810055866, 'BLEU': 0.011293257628358424}"
163,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.288659793814433, 'ROUGE-2': 0.04210526315789474, 'ROUGE-L': 0.18556701030927836, 'BLEU': 0.018428263801442236}"
164,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.10526315789473684, 'ROUGE-2': 0.0, 'ROUGE-L': 0.09569377990430622, 'BLEU': 0.0044373505599948}"
165,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 3.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.09302325581395349, 'ROUGE-2': 0.011764705882352943, 'ROUGE-L': 0.09302325581395349, 'BLEU': 0.006018319441360687}"
166,"{'Descriptiveness': 2.0, 'Coherence': 5.0, 'Completeness': 5.0, 'Fluency': 5.0, 'Conciseness': 5.0, 'Overall_Average': 4.4, 'ROUGE-1': 0.17500000000000002, 'ROUGE-2': 0.05128205128205127, 'ROUGE-L': 0.15, 'BLEU': 0.00804134024477409}"
167,"{'Descriptiveness': 3.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 4.0, 'Conciseness': 4.0, 'Overall_Average': 3.4, 'ROUGE-1': 0.3709677419354838, 'ROUGE-2': 0.09836065573770493, 'ROUGE-L': 0.27419354838709675, 'BLEU': 0.02306172145151511}"
168,"{'Descriptiveness': 1.0, 'Coherence': 2.0, 'Completeness': 2.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.24615384615384617, 'ROUGE-2': 0.031746031746031744, 'ROUGE-L': 0.18461538461538463, 'BLEU': 0.020643061567648422}"
169,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 3.0, 'ROUGE-1': 0.3333333333333333, 'ROUGE-2': 0.08571428571428572, 'ROUGE-L': 0.2222222222222222, 'BLEU': 0.030251937474641017}"
170,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 3.0, 'Fluency': 3.0, 'Conciseness': 4.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.07228915662650602, 'ROUGE-2': 0.0, 'ROUGE-L': 0.07228915662650602, 'BLEU': 0.005203424609196104}"
171,"{'Descriptiveness': 2.0, 'Coherence': 3.0, 'Completeness': 4.0, 'Fluency': 3.0, 'Conciseness': 2.0, 'Overall_Average': 2.8, 'ROUGE-1': 0.1262135922330097, 'ROUGE-2': 0.0196078431372549, 'ROUGE-L': 0.10679611650485438, 'BLEU': 0.004064392670532475}"
172,"{'Descriptiveness': 1.0, 'Coherence': 1.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 1.0, 'Overall_Average': 1.6, 'ROUGE-1': 0.20652173913043478, 'ROUGE-2': 0.03296703296703297, 'ROUGE-L': 0.14130434782608697, 'BLEU': 0.009878588686596242}"
173,"{'Descriptiveness': 2.0, 'Coherence': 2.0, 'Completeness': 1.0, 'Fluency': 4.0, 'Conciseness': 2.0, 'Overall_Average': 2.2, 'ROUGE-1': 0.13496932515337423, 'ROUGE-2': 0.0, 'ROUGE-L': 0.09815950920245399, 'BLEU': 0.004104903658615997}"
